ds,yhat,yhat_lower,yhat_upper
2022-01-01,0.7329011848837512,0.5772873499005959,0.8695659061151485
2022-01-02,0.7479144899098651,0.6043609491884069,0.8905479287560438
2022-01-03,0.7325764114279298,0.5809227429449197,0.881421214144367
2022-01-04,0.7476276626170648,0.6058608453308058,0.893608725763484
2022-01-05,0.7377368623664048,0.5926570108622756,0.8844927010049944
2022-01-06,0.7532772017769549,0.6053478606894457,0.8870579125528287
2022-01-07,0.7422154661128262,0.6055371063488842,0.8916973967472542
2022-01-08,0.7392543980984381,0.5961758263324873,0.8876181446551745
2022-01-09,0.7535462600504725,0.5975576482443707,0.891749401817008
2022-01-10,0.7373326920000234,0.5916505218522625,0.885360204086314
2022-01-11,0.7513638325470898,0.5936819941752752,0.8950473844888033
2022-01-12,0.7403217926310292,0.5957614977522966,0.8800005280465297
2022-01-13,0.7545972815021298,0.6055667637609102,0.9055454987331515
2022-01-14,0.7421784631494909,0.5839843417182752,0.8853695434379892
2022-01-15,0.7377930278480382,0.5852254292284874,0.8845751549609786
2022-01-16,0.7506213391251285,0.6045761984719423,0.904941551634695
2022-01-17,0.7329357601577345,0.5884282761666791,0.8750394881016638
2022-01-18,0.7455191371452166,0.583728900506184,0.8821976110618809
2022-01-19,0.7330875443353705,0.5911514958164685,0.8791041340002504
2022-01-20,0.746066107819407,0.6046298040582634,0.9020915562651953
2022-01-21,0.7324770070403367,0.5923682665880674,0.8801220702117586
2022-01-22,0.72708066165835,0.5803304905894195,0.8688788110560057
2022-01-23,0.7390879886846283,0.5962398653479767,0.8823633400980483
2022-01-24,0.7207988594311753,0.5770726713751282,0.8774372955992465
2022-01-25,0.733019759515353,0.5986505415524771,0.8880322825881457
2022-01-26,0.7204857816819654,0.5777839109803824,0.8719173698863765
2022-01-27,0.7336357922614927,0.5850217966802366,0.8693364863855876
2022-01-28,0.7204998917879697,0.5662971450802421,0.8645460666285137
2022-01-29,0.7158401961882737,0.5720129043980063,0.864896823076731
2022-01-30,0.7288628387931033,0.5803777116730143,0.8769303981334279
2022-01-31,0.7118563341077968,0.5678697486592883,0.8591625845745143
2022-02-01,0.7256093136031596,0.5800647793638994,0.8782666385796893
2022-02-02,0.7148327656621274,0.5580287979791454,0.8626004311897286
2022-02-03,0.7299356180588744,0.5930725319247571,0.8825649075718409
2022-02-04,0.7189127762280422,0.5741612860016806,0.866283192058635
2022-02-05,0.7164866317684019,0.5572762347461211,0.8487958165508229
2022-02-06,0.7318199250531495,0.5768973151344001,0.884564388813305
2022-02-07,0.7171550823420786,0.5717229313103287,0.8599971145009115
2022-02-08,0.7332330139182471,0.6008892248810352,0.8749588817817257
2022-02-09,0.7247164783477617,0.5850123497216113,0.8674955779937052
2022-02-10,0.7419668223593037,0.5982405354148522,0.885834932426717
2022-02-11,0.7329331792324191,0.5901551066373325,0.8768269244560739
2022-02-12,0.7322951092746148,0.5861044817156851,0.8767621978852516
2022-02-13,0.7491765357192139,0.6163276749327422,0.8982418672995602
2022-02-14,0.735786067242596,0.5928210871601585,0.8764585991913486
2022-02-15,0.7528366661685981,0.6157377279145361,0.9011242975102179
2022-02-16,0.7449697432655626,0.6013123938814339,0.8865791657341453
2022-02-17,0.7625324676869113,0.6058430304835128,0.9116532482695379
2022-02-18,0.7534673583066022,0.6122160864169764,0.9021539127305593
2022-02-19,0.7524551280512156,0.6056786179136322,0.9020825426424725
2022-02-20,0.7686286276493358,0.6197685275854298,0.9181636883403761
2022-02-21,0.754212978375514,0.6131765110224298,0.898985773747932
2022-02-22,0.7699448566151489,0.6158810346830959,0.9246145146341499
2022-02-23,0.7604960202274702,0.6132277254901098,0.8971719074186286
2022-02-24,0.7762498794169149,0.6326661087074761,0.9151426699632743
2022-02-25,0.7651901972505173,0.6210223399064104,0.9022637797209423
2022-02-26,0.7620429145328965,0.6200224763837059,0.9155381280498234
2022-02-27,0.7759889721644352,0.628818663221171,0.9110172189321106
2022-02-28,0.7593032501348325,0.6085792391750311,0.9060569937257791
2022-03-01,0.7727726176090854,0.6298779933122204,0.9083477013778948
2022-03-02,0.7611182168843451,0.6095496407315422,0.9002824962983305
2022-03-03,0.7747708170040373,0.6200853062043222,0.9189449128162078
2022-03-04,0.7617583545779986,0.6174600016137947,0.9081962569147648
2022-03-05,0.7568466873719933,0.6051918484262685,0.8858940898343518
2022-03-06,0.7692514622137118,0.62977882940492,0.9193801852287711
2022-03-07,0.7512762415666264,0.5994419013032982,0.8984078823163102
2022-03-08,0.7637299044938213,0.6182335694700677,0.9042061761126969
2022-03-09,0.7513484615301463,0.6009230981532309,0.886558671572581
2022-03-10,0.7645701309934355,0.623203644369787,0.9115226771415792
2022-03-11,0.7514228007078966,0.6126948841199155,0.904773414115827
2022-03-12,0.7466649016317122,0.6079859537647313,0.8915919091264961
2022-03-13,0.7594975903660844,0.6055475197187933,0.9059472478695809
2022-03-14,0.7422033748784963,0.5904336918321313,0.8707319120212335
2022-03-15,0.7555641842456607,0.6100113870737192,0.8969222732720619
2022-03-16,0.7442840021343494,0.5994236753231518,0.8930932868426662
2022-03-17,0.7587648878543425,0.6235776439000651,0.8923013503120497
2022-03-18,0.7469954818023099,0.6097647109398262,0.9027283103525654
2022-03-19,0.7436929920371723,0.5988363490609389,0.894609950100016
2022-03-20,0.7580165274479217,0.6185647021862176,0.8985866795758051
2022-03-21,0.7422068795539889,0.5941445717718926,0.8856065023168328
2022-03-22,0.757005721342294,0.6046316511536465,0.9090872584429751
2022-03-23,0.7470793116978581,0.600563509757208,0.888560606309815
2022-03-24,0.7627954998021117,0.6122774468949954,0.9094732166961073
2022-03-25,0.752113099648923,0.6085004645911354,0.8976138499115534
2022-03-26,0.7497246082055216,0.5981443994680565,0.8973686411021861
2022-03-27,0.7647701135825185,0.6174756066061418,0.9140907250658679
2022-03-28,0.7494774807987147,0.6140707206902749,0.9044950736271699
2022-03-29,0.7645817741262483,0.6216916626097911,0.9111464335765855
2022-03-30,0.7547490004260914,0.6203756748511751,0.9084002702261008
2022-03-31,0.7703529690684439,0.6238786663185936,0.9099814732311066
2022-04-01,0.7593643450998977,0.6208882042296614,0.9070257790964856
2022-04-02,0.7564928807709996,0.6058573568064365,0.9137927297991139
2022-04-03,0.7709006880731482,0.6179384732894919,0.9132092421154089
2022-04-04,0.7548416603509445,0.6101265986157693,0.8977045977658836
2022-04-05,0.7690800260253889,0.6239534845806016,0.9210854321442987
2022-04-06,0.7583131457213059,0.6179971635082919,0.9156051198621471
2022-04-07,0.772947377308921,0.6327853450118521,0.9069514899719876
2022-04-08,0.7609861155975717,0.6076757296942416,0.8997493452472013
2022-04-09,0.7571710221378785,0.6144715284564162,0.9016138116664609
2022-04-10,0.7706943374900005,0.6306314350121223,0.9179529162561285
2022-04-11,0.7538374122225799,0.6078093209665192,0.9084211497068205
2022-04-12,0.7673884655347892,0.6240368494172049,0.9153545625853803
2022-04-13,0.7560647055604037,0.6108498681565594,0.9028864139817964
2022-04-14,0.770287654871732,0.6279612658605104,0.913430761883267
2022-04-15,0.7580708026335319,0.6126017933928395,0.9072205855592543
2022-04-16,0.754160608858788,0.6138928476175534,0.9159111950463062
2022-04-17,0.7677487581341655,0.6323066850913608,0.9197963893464711
2022-04-18,0.7511107990080561,0.6030133254811885,0.8940349342247822
2022-04-19,0.7650241727286021,0.6184380906293562,0.9185445938464386
2022-04-20,0.7541907553815371,0.6103514510572814,0.8933092862584567
2022-04-21,0.7690127423202646,0.6188517245792687,0.9030959470940289
2022-04-22,0.7574809776512939,0.6082360687670353,0.9230342180478095
2022-04-23,0.7543167320393733,0.6033852539225846,0.9027378969658265
2022-04-24,0.7686848012153172,0.626455177121749,0.911271511781816
2022-04-25,0.7528330343409543,0.6048241043206583,0.8976142293804523
2022-04-26,0.767511267754783,0.6215887220477115,0.9077275854935004
2022-04-27,0.7573947595785668,0.6036712182250096,0.9045683033210935
2022-04-28,0.772860926127705,0.631560874731443,0.919500775400715
2022-04-29,0.7618784563261748,0.6117327503437268,0.9163166810745935
2022-04-30,0.7591497830612728,0.6161044663695603,0.9039461852375263
2022-05-01,0.7738247624992556,0.6304928008603129,0.9225348130063333
2022-05-02,0.7581406527809674,0.6196414984332604,0.9189639617065415
2022-05-03,0.7728413540408158,0.6296835290878385,0.9106833644690043
2022-05-04,0.7626009962266013,0.6192205832764814,0.9081022289869212
2022-05-05,0.7778006714989953,0.6273912048994663,0.9314265612643651
2022-05-06,0.7664173882147707,0.627063441438829,0.9253151280272354
2022-05-07,0.7631662311627986,0.6178020477904833,0.9157918108459501
2022-05-08,0.7772135895634456,0.6339540429878202,0.9201063224396626
2022-05-09,0.7608165591530193,0.6218617010371096,0.9012929032021175
2022-05-10,0.7747414991651828,0.6292576584196582,0.9174996288160072
2022-05-11,0.7636868529152954,0.6186783453960119,0.9108114552332629
2022-05-12,0.7780590536758569,0.6290553612799367,0.9256150982858854
2022-05-13,0.7658606196536082,0.6122480270439825,0.9140130576368485
2022-05-14,0.7618314506095051,0.6181307249732761,0.8989074322136441
2022-05-15,0.7751612156945535,0.6222752712704647,0.9043275239779714
2022-05-16,0.7581279662048369,0.6100452585461021,0.9062443760946193
2022-05-17,0.7715159798984568,0.6340570126390395,0.9153105474370982
2022-05-18,0.7600379690557745,0.6141858024451923,0.9146650824430407
2022-05-19,0.7741104943391199,0.6191777244281735,0.907648667020503
2022-05-20,0.7617417048760897,0.614575800720509,0.9170018635742669
2022-05-21,0.7576724294278296,0.6148893468758977,0.9098145944030133
2022-05-22,0.7710885158145863,0.6141496144943158,0.9229678655425076
2022-05-23,0.754259555048929,0.6177696873229379,0.9042029964301038
2022-05-24,0.7679569942118036,0.6198004886527423,0.9215368833789838
2022-05-25,0.7568767629809994,0.6216212350287812,0.9061542811222596
2022-05-26,0.7714152434869431,0.6237111475899035,0.9203493900695057
2022-05-27,0.7595576871675622,0.6155010675443985,0.9043370716938774
2022-05-28,0.7560200827187067,0.60242171804321,0.8951778530355428
2022-05-29,0.7699623481920785,0.629583330349875,0.9163491421411698
2022-05-30,0.7536279568080122,0.610307291740605,0.905931705867449
2022-05-31,0.7677629720731178,0.6162485899242224,0.9206816092589535
2022-06-01,0.7570395873335061,0.6155155295749408,0.9005112749320179
2022-06-02,0.7718329698833573,0.6353231629657747,0.921826971520674
2022-06-03,0.7601104844971339,0.6100304379138596,0.9145081639374756
2022-06-04,0.756574273466325,0.6062329287803488,0.9094296513453568
2022-06-05,0.7703750417942424,0.6158545766665966,0.908915294866581
2022-06-06,0.7537521361232686,0.6105044363216579,0.9049107988831304
2022-06-07,0.7674528760753353,0.6260296906754628,0.9075517960134685
2022-06-08,0.7561562208832057,0.6110772710605615,0.901511903144132
2022-06-09,0.7702495642629125,0.6189992704015155,0.9068022312282541
2022-06-10,0.7577177305916407,0.6086541089170874,0.9138044667095013
2022-06-11,0.7532851531495262,0.6155525075107834,0.9041685268899017
2022-06-12,0.7661290922024302,0.6232828278443214,0.9197047240305387
2022-06-13,0.7485189958477025,0.6012017657130801,0.8984725442581202
2022-06-14,0.7612349815161389,0.6183677551881569,0.8993947811615671
2022-06-15,0.7489905445609487,0.5952707497531785,0.8943958917865585
2022-06-16,0.7622083141202327,0.6078660442459778,0.910434032086585
2022-06-17,0.7489079594661952,0.5945817662105117,0.8865498446788149
2022-06-18,0.7438472597913245,0.5864293543412948,0.8998316905333328
2022-06-19,0.7562342285008818,0.6049010677228254,0.8959029104623969
2022-06-20,0.7383654283489199,0.591575472718387,0.8903995413014797
2022-06-21,0.7510434878463964,0.6033761658431436,0.899837036741294
2022-06-22,0.7389989560501414,0.5967839856933259,0.8873933082401989
2022-06-23,0.7526653438005263,0.5967744561660346,0.8887258028653888
2022-06-24,0.7400664788407901,0.5903837216368891,0.8856955033937773
2022-06-25,0.735957207560749,0.5900043517349811,0.8772141582475007
2022-06-26,0.7495353555711416,0.6032619501444565,0.8938054619717484
2022-06-27,0.7330800605123866,0.5840474541740058,0.8768640646879147
2022-06-28,0.7473695549224372,0.6049928328784796,0.893544015338005
2022-06-29,0.7371034692513142,0.5910685075278882,0.8865244372489836
2022-06-30,0.7526785262288366,0.6039279975612706,0.8841489926828648
2022-07-01,0.742076732754108,0.5888110802036208,0.887883889632119
2022-07-02,0.7400070816533677,0.6023462968239268,0.8819531285411717
2022-07-03,0.7556186436707832,0.5992118726680651,0.9013254468938899
2022-07-04,0.7411401653969628,0.5919276089695574,0.8973858656145604
2022-07-05,0.7572991534678348,0.6133522402021183,0.902011507321602
2022-07-06,0.7487455433218192,0.5843782247248195,0.8842644914824607
2022-07-07,0.7658287540510659,0.6164892154195395,0.9074476810503372
2022-07-08,0.7564872037696868,0.6142950356258726,0.9021176369025972
2022-07-09,0.7553912602040304,0.6075911779390987,0.904293823191908
2022-07-10,0.7716574708241901,0.6234545252112123,0.908839538538473
2022-07-11,0.7574891548251643,0.6139468909258512,0.9027118039828126
2022-07-12,0.77359630751868,0.6251626287627294,0.9255035493164345
2022-07-13,0.7646198901657972,0.622424630064202,0.924313526649507
2022-07-14,0.7809092868026142,0.6297561524743401,0.9255202418603035
2022-07-15,0.7704119883996419,0.6261753767359488,0.9190294683086879
2022-07-16,0.7678164713266057,0.6235117648375048,0.9058710988615553
2022-07-17,0.7822661133498844,0.6403104533209542,0.9203013521951922
2022-07-18,0.765999235102703,0.6216250437930266,0.9138912457995454
2022-07-19,0.7797682298541384,0.6303391371093107,0.933433338251328
2022-07-20,0.7682628732191857,0.614343016206231,0.9052884955403786
2022-07-21,0.7818866188490972,0.6386304902816566,0.9286892137669875
2022-07-22,0.7686449701707445,0.6175129018631266,0.915265510875255
2022-07-23,0.7632869293227909,0.6172081120233162,0.9108042999766585
2022-07-24,0.7750174042151275,0.637834689502769,0.9327452349499918
2022-07-25,0.7561357018503991,0.6066482991651735,0.8989058500078047
2022-07-26,0.7674531123215412,0.6281434325191536,0.9081983295880083
2022-07-27,0.7537147169531512,0.6107663694102442,0.9082975964298194
2022-07-28,0.7653742675273463,0.6111466218611888,0.9165300811929378
2022-07-29,0.7504812654847665,0.6050518875541706,0.8976721095377085
2022-07-30,0.7438212779061812,0.5987237626058858,0.8968898397801979
2022-07-31,0.7546274026847775,0.6184489067189949,0.8930636106492134
2022-08-01,0.7352180373510846,0.5943363633832173,0.8776751194446389
2022-08-02,0.7464139766506458,0.6101409958514397,0.8894375279369872
2022-08-03,0.7329599863031682,0.5929390712455128,0.8866990271583359
2022-08-04,0.7452997071856379,0.5949070358437571,0.8952485225453026
2022-08-05,0.7314630189474642,0.5860394018956494,0.8852353590682069
2022-08-06,0.7262068928546992,0.5745207407627676,0.870547528938221
2022-08-07,0.7387276322871532,0.5836652532930905,0.8813451315933172
2022-08-08,0.7212996348278907,0.5755708861705982,0.8779871222113773
2022-08-09,0.7346936742609396,0.5877978768830773,0.8774106190552263
2022-08-10,0.723599818055194,0.5806771703454782,0.8728257088092345
2022-08-11,0.7384037980466013,0.594660438095461,0.883553835059056
2022-08-12,0.7270759234110464,0.5770139364485589,0.8723781029958994
2022-08-13,0.7243135234256741,0.5741323736427981,0.8773561731127889
2022-08-14,0.739254774940767,0.5916967086227362,0.8902919277483462
2022-08-15,0.7241190050099297,0.5759447946139779,0.8729777356590143
2022-08-16,0.7396264247147628,0.6077773088661692,0.8850591176399722
2022-08-17,0.7304223698795135,0.5875312187494417,0.8731923012806226
2022-08-18,0.7468548300126985,0.6083776152585095,0.8783441776925445
2022-08-19,0.7368643227211984,0.5877919113285095,0.8865834663815085
2022-08-20,0.7351270746685883,0.6014728670004765,0.8749476250101448
2022-08-21,0.7507693437405344,0.5966598646711051,0.8984439284312657
2022-08-22,0.7360079593451379,0.5938771800178558,0.8827855502818399
2022-08-23,0.7515700304878301,0.5941160028171963,0.8936435580200297
2022-08-24,0.742116898235264,0.5832936478291763,0.8819026693635595
2022-08-25,0.7580211221165088,0.6180966884306411,0.8939335920385607
2022-08-26,0.7472555729959401,0.6070277131935617,0.8876350426466202
2022-08-27,0.7445356154341775,0.5919530397279775,0.8827583290622824
2022-08-28,0.759032242194632,0.6189611860596995,0.9064956281392933
2022-08-29,0.7430112710981168,0.5985022826708165,0.9017357738901765
2022-08-30,0.7572515914933733,0.6075882114239781,0.8941323930775162
2022-08-31,0.7464675778937793,0.6023201489522114,0.8979738494324425
2022-09-01,0.7610845034413344,0.622527665535622,0.9170267374949784
2022-09-02,0.7491260698142292,0.6036554758882735,0.8962281362632887
2022-09-03,0.7453550804253141,0.600836805549273,0.896682070494845
2022-09-04,0.7589851619105409,0.6105471150424815,0.9009480123186684
2022-09-05,0.7423186838974266,0.5888746674103498,0.882468888473846
2022-09-06,0.756163900105796,0.6175113172157235,0.9048456491306223
2022-09-07,0.7452564596870789,0.6045526011341537,0.8839960757695902
2022-09-08,0.7600341469468986,0.6041136466135696,0.9036556373236155
2022-09-09,0.748523985315687,0.6046497577772737,0.9061204060180126
2022-09-10,0.7454827447728338,0.5969191989263647,0.8934223986576395
2022-09-11,0.7601087628909212,0.6093835348131275,0.907977596292734
2022-09-12,0.7446802271981737,0.5964703081927861,0.8924824610662784
2022-09-13,0.7599729325779481,0.6182213709556189,0.909801840917298
2022-09-14,0.750682645921658,0.601042449256118,0.8929943945776282
2022-09-15,0.7672009131690563,0.6143073714207464,0.9150916284395642
2022-09-16,0.7575034155654213,0.608037644812056,0.9001829577454361
2022-09-17,0.7562918802060281,0.6149045805840115,0.8967089597512401
2022-09-18,0.7727074167206387,0.6360886171744313,0.919776664127821
2022-09-19,0.7589703863755461,0.6117622261092124,0.9068842822606095
